"Titular","Fuente","Posteado","Descripcion","Link"
"Oil Price Fundamental Daily Forecast – Buyers on Sidelines as Demand Concerns Cap Gains","FX Empire via Yahoo Finance","6 days ago","U.S. West Texas Intermediate and international-benchmark Brent crude oil futures are edging higher...","https://finance.yahoo.com/news/oil-price-fundamental-daily-forecast-121259166.html"
"Biden Climate Chief to Meet Oil Leaders Wary of Crackdown","Bloomberg","3 days ago","Oil and gas industry leaders are set to meet with White House National Climate Adviser Gina McCarthy...","https://www.bloomberg.com/news/articles/2021-03-22/climate-chief-mccarthy-to-meet-oil-leaders-wary-of-crackdown"
"Oil giant Saudi Aramco sees 2020 profits drop to $49 billion","KAAL Austin","5 days ago","""In one of the most challenging years in recent history, Aramco demonstrated its unique value...","https://www.kaaltv.com/world-news/oil-giant-saudi-aramco-sees-2020-profits-drop-to-49-billion/6048845/?cat=10237"
"Energy transition risks political strife in oil-producing states: report","Reuters via Yahoo News","18 hours ago","The transition towards green energy imperils oil-producing states that have lagged in diversifying...","https://www.yahoo.com/finance/news/energy-transition-risks-political-strife-040248105.html"
"Earnings Estimates Moving Higher for Magnolia Oil & Gas Corp (MGY): Time to Buy?","Zacks via Yahoo Finance","3 days ago","Magnolia Oil & Gas Corp (MGY) could be a solid addition to your portfolio given a notable revision...","https://finance.yahoo.com/news/earnings-estimates-moving-higher-magnolia-162004801.html"
"Texas oil company agrees to fine for Wyoming spill","Billings Gazette","1 day ago","A Texas oil company has agreed to pay a $115,000 fine after spilling almost 20,000 gallons of wastewater and crude in western Wyoming, federal officials...","https://billingsgazette.com/news/state-and-regional/texas-oil-company-agrees-to-fine-for-wyoming-spill/article_7f111a63-6e52-5cc4-8a7a-2b0f3c9844af.html"
"Closing prices for crude oil, gold and other commodities","ABC News","2 hours ago","Closing prices for crude oil, gold and other commodities, and foreign exchange levels","https://abcnews.go.com/Business/wireStory/closing-prices-crude-oil-gold-commodities-76687175"
"Cabot Oil & Gas Corp. stock underperforms Wednesday when compared to competitors despite daily gains","Market Watch","1 day ago","Shares of Cabot Oil & Gas Corp. rallied 1.50% to $18.23 Wednesday, on what proved to be an...","https://www.marketwatch.com/story/cabot-oil-gas-corp-stock-underperforms-wednesday-when-compared-to-competitors-despite-daily-gains-01616618764-3f0ab53fabc0"
"Texas oil company agrees to fine for Wyoming spill","The Wichita Eagle","1 day ago","A Texas oil company has agreed to pay a $115,000 fine after spilling almost 20,000 gallons of wastewater and crude in western Wyoming.","https://www.kansas.com/news/business/article250183395.html"
"Oil company builds drilling platform at Florida floodplain despite warnings","Newsweek","6 days ago","A Texas-based petroleum company has started constructing two exploratory oil and gas drilling...","https://www.newsweek.com/drilling-oil-gas-florida-floodplain-environmental-warnings-1577352"
"State revenue outlook improves with oil price rebound","Fairbanks Daily News-Miner","3 days ago","Alaska’s ride on the oil price rollercoaster should again get a little smoother as markets have recovered quicker than expected from the pandemic but special provisions in ...","http://www.newsminer.com/news/alaska_news/state-revenue-outlook-improves-with-oil-price-rebound/article_8ee1c430-8abe-11eb-8a9f-438ebd42a70d.html"
"Closing prices for crude oil, gold and other commodities","Associated Press via Yahoo Finance","2 hours ago","Benchmark U.S. crude oil for May delivery fell $2.62 to $58.56 a barrel Thursday. Brent crude oil for May delivery fell $2.46 to $61.95 a barrel. Wholesale ...","https://finance.yahoo.com/news/closing-prices-crude-oil-gold-195159633.html"
"Marathon Oil Corp. stock falls Tuesday, underperforms market","Market Watch","2 days ago","Shares of Marathon Oil Corp. slid 6.09% to $10.17 Tuesday, on what proved to be an all-around poor...","https://www.marketwatch.com/story/marathon-oil-corp-stock-falls-tuesday-underperforms-market-01616533823-3c4f06c678d9"
"U.S. oil prices in correction territory after 6% drop","MarketWatch","2 days ago","U.S. oil futures fell more than 6% on Tuesday to settle in correction territory, with front-month...","https://www.marketwatch.com/story/us-oil-prices-in-correction-territory-after-6-drop-2021-03-23?siteid=yhoof2&yptr=yahoo"
"In shift, oil industry group backs federal price on carbon","WSB-TV 2 Atlanta","3 hours ago","WASHINGTON — (AP) — The oil and gas industry's top lobbying group on Thursday endorsed a federal...","https://www.wsbtv.com/news/politics/shift-oil-industry-group-backs-federal-price-carbon/AY7W7URWHBB4Q6T43NMFSQRBC4/"
"Former Glencore Oil Trader Pleads Guilty to Manipulating Prices","The Wall Street Journal","23 hours ago","A former oil trader at mining company Glencore PLC pleaded guilty Wednesday to conspiring to...","https://www.wsj.com/articles/former-glencore-oil-trader-pleads-guilty-to-manipulating-prices-11616627967"
"Oil giant Saudi Aramco sees 2020 profits drop to $49 billion","MSN News","5 days ago","DUBAI, United Arab Emirates — Saudi Arabia’s state-backed oil giant Aramco announced Sunday that its...","https://www.msn.com/en-ca/money/topstories/oil-giant-saudi-aramco-sees-2020-profits-drop-to-49-billion/ar-BB1eNSOW"
"Oil giant Saudi Aramco sees 2020 profits drop to $49 billion","MSN News","5 days ago","DUBAI, United Arab Emirates — Saudi Arabia’s state-backed oil giant Aramco announced Sunday that its...","https://www.msn.com/en-ca/news/world/oil-giant-saudi-aramco-sees-2020-profits-drop-to-49-billion/ar-BB1eNO6j"
"Global oil markets under pressure as Asia destocks, China imports slowed","KFGO","13 hours ago","By Florence Tan, Olga Yagova and Devika Krishna Kumar (Reuters) - Crude oil producers from Europe,...","https://kfgo.com/2021/03/25/global-oil-markets-under-pressure-as-asia-destocks-china-imports-slowed/"
"Closing prices for crude oil, gold and other commodities | WTOP","WTOP Washington","2 hours ago","Benchmark U.S. crude oil for May delivery fell $2.62 to $58.56 a barrel Thursday. Brent crude oil for May delivery fell $2.46 to $61.95 a barrel. Wholesale gasoline for April delivery fell 7 cents to…","https://wtop.com/business-finance/2021/03/closing-prices-for-crude-oil-gold-and-other-commodities-240/"
"Equities, oil prices fall on concerns over Europe COVID-19 surge","Reuters via Yahoo Finance","2 days ago","World equity benchmarks and oil prices drifted lower on Tuesday while safe-haven assets gained as an...","https://finance.yahoo.com/news/global-shares-oil-slide-sanctions-113043358.html"
"UPDATE 1-Oil slips as European lockdowns dim demand recovery hopes","Investing.com","4 days ago","Oil prices resumed their decline on Monday, edging lower on renewed concerns that European lockdowns...","http://in.investing.com/news/update-1oil-slips-as-european-lockdowns-dim-demand-recovery-hopes-2655984"
"UPDATE 1-Oil slips as European lockdowns dim demand recovery hopes","Investing.com","4 days ago","Oil prices resumed their decline on Monday, edging lower on renewed concerns that European lockdowns...","https://in.investing.com/news/update-1oil-slips-as-european-lockdowns-dim-demand-recovery-hopes-2655984"
"Marathon Oil Corp. stock outperforms competitors on strong trading day","Market Watch","1 day ago","Shares of Marathon Oil Corp. rallied 2.65% to $10.44 Wednesday, on what proved to be an all-around...","https://www.marketwatch.com/story/marathon-oil-corp-stock-outperforms-competitors-on-strong-trading-day-01616620245-bcf5051d8663"
"Global oil markets under pressure as Asia destocks, China imports slowed By Reuters","Investing.com","17 hours ago","Chinese independent refiners, which account for a fifth of the country's imports, have slowed...","https://www.investing.com/news/commodities-news/global-oil-markets-under-pressure-as-asia-destocks-china-imports-slowed-2457007"
"EXPLAINER: Why is Biden halting federal oil and gas sales?","WBRZ 2 Baton Rouge","1 day ago","President Joe Biden shut down oil and gas lease sales from the nation’s vast public lands and waters...","https://www.wbrz.com/news/explainer-why-is-biden-halting-federal-oil-and-gas-sales-/"
"NM oil production hits another record in 2020","Albuquerque Journal","3 days ago","New Mexico’s oil patch is still gushing, with production growing another 10.5% in 2020 to a record 366.6 million barrels, despite the pandemic. Last year’s growth rate declined ...","https://www.abqjournal.com/2372090/nm-oil-production-robust.html"
"Oil giant Saudi Aramco sees 2020 profits drop to $49 billion","KAMR Amarillo","5 days ago","DUBAI, United Arab Emirates (AP) — Saudi Arabia’s state-backed oil giant Aramco announced Sunday...","https://www.myhighplains.com/news/business/oil-giant-saudi-aramco-sees-2020-profits-drop-to-49-billion/"
"Oil giant Saudi Aramco sees 2020 profits drop to $49 billion","WMBD - FOX 43 Peoria","5 days ago","DUBAI, United Arab Emirates (AP) — Saudi Arabia’s state-backed oil giant Aramco announced Sunday...","https://www.centralillinoisproud.com/news/business/oil-giant-saudi-aramco-sees-2020-profits-drop-to-49-billion/"
"Texas oil activity “expanded strongly” in Q1 of 2021","Axios via Yahoo News","8 hours ago","The Dallas Fed is out with its latest quarterly snapshot of oil-and-gas metrics in its district, which includes the prolific but pandemic-battered shale...","https://news.yahoo.com/texas-oil-activity-expanded-strongly-135303117.html"
"Global oil markets under pressure as Asia destocks, China imports slowed","Reuters","12 hours ago","Chinese independent refiners, which account for a fifth of the country’s imports, have slowed...","https://www.reuters.com/article/us-global-oil-markets-idUSKBN2BH18V"
"U.S. Oil Companies Lag Far Behind Greener Europe Rivals","Bloomberg","2 days ago","Europe’s largest oil and gas companies are leaving U.S. rivals further and further behind in the...","https://www.bloomberg.com/news/articles/2021-03-24/u-s-oil-companies-lag-far-behind-greener-europe-rivals-green-insight"
"Closing prices for crude oil, gold and other commodities","U-T San Diego","1 day ago","Benchmark U.S. crude oil for May delivery rose $3.42 to $61.18 a barrel Wednesday. Brent crude oil for May delivery rose $3.62 to $64.41 a barrel. April ...","https://www.sandiegouniontribune.com/business/nation/story/2021-03-24/closing-prices-for-crude-oil-gold-and-other-commodities"
"Saudi oil giant Aramco’s profits plunge nearly 45% amid pandemic","Al Jazeera","4 days ago","Saudi Arabian state oil giant Aramco has reported a 44.4 percent plunge in last year’s net profit,...","https://www.aljazeera.com/economy/2021/3/21/saudi-oil-giant-aramco-to-cut-back-spending-after-2020-profit-dip"
"The Only Way Is Up for Oil. Buy the Dip, says Citi.","Barrons.com","6 hours ago","Keep buying the dips in crude oil, say analysts at Citigroup. Oil prices tumbled into correction territory earlier in the week, only to claw back ground...","https://www.barrons.com/articles/citi-says-buy-the-dip-on-oil-because-the-only-way-is-up-for-prices-51616686843?siteid=yhoof2&yptr=yahoo"
"In a shift, oil industry group backs federal price on carbon","KX TV North Dakota","3 hours ago","WASHINGTON (AP) — The oil and gas industry’s top lobbying group has endorsed a federal price on...","https://www.kxnet.com/news/national-news/in-a-shift-oil-industry-group-backs-federal-price-on-carbon/"
"Texas oil company agrees to fine for Wyoming spill","The Sacramento Bee","22 hours ago","A Texas oil company has agreed to pay a $115,000 fine after spilling almost 20,000 gallons of wastewater and crude in western Wyoming.","https://www.sacbee.com/news/business/article250183395.html"
"The Biden administration, citing climate change, halted oil and gas lease sales in January. Now,...","USA Today","22 hours ago","President Joe Biden shut down oil and gas lease sales from the nation's vast public lands and waters...","https://www.usatoday.com/story/news/nation/2021/03/24/joe-biden-climate-change-halted-oil-and-gas-sales/6990895002/"
"In shift, oil industry group backs federal price on carbon","The News-Times","3 hours ago","API also called for fast-tracking commercial deployment of long-sought technology to capture and store carbon emissions; advancement of hydrogen technology; and federal regulation of methane ...","https://www.newstimes.com/news/article/In-shift-oil-industry-group-backs-federal-price-16053296.php"
